bedrooms,bathrooms,area_sqft,balconies,floor,location_rating,age_years,furnishing,parking_spaces,distance_to_city_center_km,rent_price
3,1,2656,0,1,2,28,0,0,8.768482752143552,80.44461227779732
4,2,658,1,9,1,0,1,2,2.1396805312492955,49.214772099297186
5,1,1725,2,3,2,26,1,2,23.600794390275517,82.28384799995979
5,1,1331,0,10,2,21,0,1,5.083625642953201,67.86586949986987
3,1,2729,1,5,5,26,0,1,11.189559152016464,86.84179970357424
5,2,793,1,11,2,10,0,1,16.394707547974136,54.26583926369674
2,3,2865,2,5,3,4,1,1,12.076029965889797,88.54552487698815
3,2,1734,0,12,1,9,1,0,13.877015782384792,55.401725643490764
2,2,2329,2,14,4,2,0,0,5.89642141172237,78.86273605111252
1,2,2120,2,12,5,14,0,1,2.6086971879574685,67.8156765179343
2,1,1025,2,19,3,26,1,1,7.177321273269535,52.79508158034592
1,3,2292,2,9,1,26,0,2,8.611756215112207,61.46333943203902
1,2,2236,0,7,4,13,1,1,10.979533126130509,74.42313708833095
2,2,961,2,16,1,4,0,2,8.102804081504932,39.716313028416096
3,3,2193,1,7,3,7,0,2,1.8594632273167981,79.17752079073857
5,3,1340,1,14,1,16,1,1,3.270591163588037,63.51348494237971
5,3,2509,1,8,2,19,1,0,17.171640626251996,103.22371456538188
1,1,1565,2,18,1,18,0,2,2.515680208838692,42.71166284671625
1,3,2265,1,3,2,3,1,2,2.1091264395368663,68.05906663427209
3,1,2291,0,2,3,1,1,1,20.482869709897905,85.82353521171304
4,2,2039,2,5,5,1,1,0,1.9898432962307222,95.99090888156974
2,1,1950,2,8,2,1,0,2,2.649600697854696,59.836874575150276
1,3,1181,2,19,1,2,0,1,14.188304026941186,43.10690594180961
5,1,2094,0,9,1,27,1,0,11.628266125510793,78.44435180352171
3,3,2986,2,2,1,8,1,0,24.146845328799934,90.55840990752577
2,1,996,2,15,3,4,0,0,23.4843197190415,42.465779602377715
3,2,2456,1,8,4,19,1,2,16.845247926739066,80.2398769801764
2,1,2723,1,10,1,28,0,0,2.7248182660570395,76.78934580242624
2,2,2674,2,7,1,14,0,2,13.076562007261582,70.8172286291041
1,3,2633,0,19,2,3,0,1,2.0816027625691316,67.94811132771534
3,2,2880,1,1,5,2,0,0,22.790490957921847,89.52670208117699
3,3,755,2,2,1,8,0,2,16.83959239801552,44.705250891813094
5,3,2440,1,3,3,26,1,0,14.773511668602104,102.72675080440968
5,2,791,1,14,4,9,1,2,11.26969249046407,64.86527431455833
1,2,978,0,15,4,16,1,1,13.233204748480306,47.4427570053387
1,1,2040,2,14,4,29,0,2,10.607071122655233,57.039721813322686
4,1,2867,1,8,3,21,0,1,3.390736790634243,94.80595479964366
5,2,2408,2,18,4,19,1,0,16.863674838212688,102.06054348277617
2,2,2123,0,17,4,7,1,2,24.913860175298115,79.72202872435882
3,2,563,0,7,2,22,0,1,3.699833987451136,34.341509199656166
1,2,1037,1,1,4,18,0,0,24.86036345722816,43.3156858079644
3,3,2464,0,9,2,4,1,1,22.590696407053485,85.81898681475133
3,2,2893,1,9,2,26,1,0,22.460430966321542,101.43614585628565
4,2,569,2,11,2,10,0,1,20.94998709724215,45.86811506282942
5,2,739,1,19,3,3,0,2,23.16528358207958,53.956292579727304
1,2,1125,1,6,1,3,0,1,6.914188348109737,47.28284429330458
3,3,2333,0,7,5,25,0,0,11.491635156153485,92.54959361449552
1,1,1434,2,15,4,14,0,1,12.51555776735799,53.728527091205855
2,1,2045,2,6,5,7,1,1,2.631525725738359,82.44075426855503
4,1,532,1,9,1,24,0,2,24.54292200126561,42.53115395268934
2,1,1222,2,15,2,26,1,0,17.546621208193937,48.08186098923997
1,1,1353,2,6,2,12,0,0,11.837677293831035,41.18518497627964
1,3,2526,1,7,2,29,0,1,24.814275761845277,75.44414478574113
5,1,745,1,17,2,29,0,0,7.532733100386178,50.441293127343336
3,3,1008,2,6,4,19,0,0,9.088493674271898,50.079023430657706
3,3,1038,1,9,1,11,0,0,5.580521737594015,43.749633962611846
2,1,1447,0,3,1,1,0,2,5.476279308598948,45.82420863500201
4,1,1894,2,14,1,0,1,2,5.523524253033328,62.099877415058565
3,1,1624,1,6,5,13,0,2,15.660085182711999,59.9484579982894
5,2,2578,2,4,2,25,0,0,8.05922453686139,88.13199497072556
2,3,2803,2,16,3,19,0,2,23.841469865335178,87.42982789307032
2,1,549,0,16,1,7,0,0,20.601423500255464,31.044812988146
5,2,1949,0,9,5,15,0,2,4.868938600659843,91.47832880779922
4,3,1727,2,4,4,4,0,1,21.01553719413691,80.01649104743669
5,2,1964,0,8,2,1,0,0,9.295784645229661,83.20110776734265
4,2,449,1,8,5,14,1,1,6.466436011544144,54.19257531426177
5,1,2911,2,6,3,26,1,1,19.76971226884646,97.23249436322013
5,3,1905,0,8,3,3,1,1,21.567953311980688,89.17303981747237
1,2,2902,2,6,4,3,1,2,24.050777207056875,92.33596676708534
2,3,734,2,14,1,9,1,2,11.085260321237133,49.75896580648719
5,1,1775,1,14,1,20,1,1,14.490673309121128,79.69684746740678
5,3,1067,1,18,5,17,1,1,15.75801271127962,82.07435813661735
3,2,2072,1,13,5,6,1,1,16.064898383829576,95.19572406018236
2,2,2774,0,15,1,4,0,2,10.651745657875596,80.35736276175012
3,3,1415,0,3,1,3,1,1,4.656406475522779,63.976837991449436
2,2,735,0,6,5,23,1,1,2.6907007769699947,58.65492414332717
3,2,1065,1,17,2,14,1,0,22.743721295584354,64.08349765934658
5,2,480,2,16,3,17,1,1,9.797224795928347,50.45436875895656
5,1,2534,1,6,3,16,0,0,5.336496000569176,86.55503674491354
1,1,2199,0,8,4,5,1,0,24.60572832063416,65.97850968922629
3,2,657,0,13,3,25,0,0,20.26978919420067,44.41026917864601
4,3,1390,0,13,5,25,1,2,24.548389298078334,78.11085964685861
1,1,584,1,17,2,23,1,1,7.691335546096948,35.25996702053471
3,3,2115,0,3,5,22,0,1,12.117946438490485,90.66110385484774
3,2,522,1,13,1,24,0,0,20.408631409928,42.76567896387584
1,2,1004,2,7,1,0,0,0,14.245381642571601,40.438605554073966
5,3,2962,1,5,3,2,1,0,9.51912306812601,112.83994061765446
3,1,1303,0,11,2,8,0,0,4.802238261478704,46.49515485674285
5,3,1937,2,18,4,4,0,1,14.482364988505152,93.71361705656814
1,3,2381,0,4,5,5,0,1,15.36129639978332,86.25821712794286
5,2,1794,2,7,4,29,0,0,18.297949278551044,64.57498250350726
2,1,2752,0,4,4,26,0,0,19.97261762137955,91.73051325956193
4,3,1708,1,10,4,12,0,0,3.834608519893197,70.65360460506061
3,1,2265,0,1,4,22,0,0,16.070874747400214,72.12987747912915
4,2,2341,1,17,5,2,1,2,19.754590174919258,98.96721927144952
5,1,2709,1,5,1,22,0,1,10.33613734354022,80.75937407584767
3,2,1997,2,17,5,2,1,1,7.613614618085227,83.86408594531432
5,1,890,1,3,1,21,0,2,12.511731388141694,44.245680150740206
2,3,1454,1,9,1,23,1,0,8.442078445503483,63.5313241994388
1,2,1101,1,3,5,22,0,0,13.236515640062567,48.89883164108234
3,3,1691,2,3,5,4,0,1,8.403833843807863,73.6636896854731
2,2,2459,0,9,5,11,1,2,11.144838699878003,91.81897745283607
2,1,1614,0,5,1,21,1,0,22.963319846976304,53.27397244674577
3,1,1823,1,10,5,19,1,1,22.99853519531176,81.57595596258014
5,2,1960,1,15,2,17,0,1,24.812294216948672,74.68334958754099
2,2,2341,0,12,3,6,1,1,12.666961594024034,75.51412389130564
4,2,2538,1,6,3,19,0,2,5.03293142036845,88.58050735092658
2,1,999,0,7,2,21,0,2,22.336639329482402,41.952187827215724
5,2,2209,2,7,3,25,0,2,15.324238906302645,85.76653205331233
5,2,2748,1,4,1,11,0,2,18.945282031297687,88.37713543061264
4,3,1534,1,13,5,1,0,2,4.902260623539397,72.45870498753862
2,2,479,0,15,5,15,0,2,8.672756067203672,43.445118023179425
5,3,1235,0,18,5,29,0,1,7.605232556723778,77.43671620943705
3,3,1051,2,18,2,1,1,1,14.434149413350085,58.825633045062304
1,3,2880,1,7,2,21,0,0,24.932206303979438,89.14090387383527
1,1,816,0,10,1,7,0,0,15.696368694838359,24.89590643946645
1,3,1870,2,16,2,0,0,0,14.748729434681916,70.60241001496854
2,2,2465,0,8,5,13,1,2,19.217983405238783,86.86584693957775
4,1,1477,0,19,1,9,1,2,8.891564348532206,68.08726725648938
5,1,2303,2,11,1,22,1,0,7.076591043367384,85.74317062701522
3,1,1145,2,6,5,21,0,0,21.113060071629135,63.143342034206015
3,1,2402,2,10,4,29,0,2,24.053237465120546,89.67805690592537
2,1,639,2,19,5,20,1,2,11.113776559744672,49.22381147832816
1,1,2344,2,14,1,12,0,1,1.990347865495087,54.86964999200234
2,1,2865,2,6,4,9,1,0,5.299857327059851,81.56915103988129
4,3,1255,1,4,5,12,1,2,21.56755181731604,75.7780993068066
4,2,2196,2,15,5,27,0,1,3.9194741197760363,93.02480619490653
5,2,2171,1,5,4,12,1,1,19.31214924376733,100.94529429509723
5,3,819,0,16,4,23,0,2,15.885878920255045,71.5081453083735
4,3,2663,0,7,3,0,1,2,18.441593261475308,99.44848706733558
4,1,1108,2,2,4,4,0,1,7.158173157193553,63.486891147173736
4,1,2998,0,13,2,27,1,1,1.4399185107148984,98.61285499194686
2,3,2067,2,2,4,15,1,2,1.9541065153576342,77.26622769340135
4,1,1753,2,9,1,5,0,0,18.396392353931223,60.01125376394546
3,2,2435,1,5,4,3,1,0,15.721538396528118,98.96650585956583
1,2,1079,0,3,5,9,1,0,21.1708752469894,48.47717859977539
4,1,886,2,2,2,10,1,0,10.581936118935522,58.970119159516415
1,1,1022,0,14,4,27,0,0,14.333232375827906,36.286774391887796
2,1,1838,1,8,2,25,1,0,19.80413719761059,63.47176843999291
1,2,618,0,12,3,1,0,0,12.91961420403623,42.515224009366094
2,1,2828,1,17,2,28,1,2,24.8403645441891,85.05093522254994
3,3,2534,1,16,5,23,1,1,18.829401233994506,98.5676951077479
2,1,1884,1,6,3,20,1,1,17.399450569337837,65.72527506790684
2,3,2858,2,6,4,25,0,1,20.23677251572054,97.99583702010649
5,1,1090,2,18,2,21,1,1,19.65256479369978,66.56845564937296
4,1,2429,0,2,3,8,0,0,6.272685962076856,87.45906406306543
4,2,1412,2,8,4,13,1,2,6.049214640236443,79.41762382371022
3,3,2972,2,14,4,1,0,1,15.545782355523166,102.99534552805139
3,3,846,0,2,2,4,1,0,11.46515695464636,57.49266623545312
4,3,2747,1,17,2,11,1,0,21.917838503421525,95.57371517531742
5,2,2855,1,16,3,0,1,0,7.962455513330256,107.57554719068416
4,3,774,0,18,2,18,1,2,8.94062671690276,58.282326897727046
5,2,2680,2,6,4,21,0,2,4.991529963392868,90.42082590689047
3,1,2322,0,17,5,23,1,2,24.56180727317073,94.61584653209712
1,1,1037,0,18,3,11,0,1,3.785116791450653,33.463533060685975
3,3,2170,2,14,5,20,0,1,24.58959981511588,83.56197893335559
3,1,2633,0,10,5,11,0,2,17.953423935349196,82.07330055783508
2,1,2525,2,4,4,19,1,2,3.13963331161401,78.46223027307389
2,3,1904,2,18,5,4,0,2,4.648369331606776,70.04769326984659
2,1,593,0,11,1,19,0,2,8.847308054274805,26.61935667802184
2,3,1799,1,16,3,1,0,0,7.248305575536114,68.10607742499626
5,3,2734,2,4,4,13,0,1,24.355079293040717,105.18326643011089
4,1,1905,1,19,2,16,0,0,15.720209906878763,72.2284426466019
1,1,2146,2,6,4,23,1,1,2.785358801474856,67.83432190813767
3,1,649,1,8,2,29,1,0,13.609710824589957,31.029886085019584
5,1,1624,0,18,4,14,1,0,22.53135502905566,84.82791628869313
1,1,935,2,19,1,28,1,0,10.98836367531295,41.29320753266053
5,2,2747,0,18,3,16,1,2,16.987133360310814,99.81635845316539
5,1,1506,0,16,5,1,0,0,19.556621935894672,78.14716188198402
3,2,857,0,7,4,20,1,0,5.440696596569844,59.23304778738934
4,3,1787,2,17,3,7,1,2,21.53201778396031,83.92317665864407
2,1,439,0,3,3,9,0,2,11.771707847869248,33.530914495614304
4,1,1939,0,15,3,2,1,1,2.3605263359636046,72.7785185140207
3,1,2555,2,4,3,10,1,0,22.093681284324873,81.98732692302218
3,3,660,0,16,3,26,0,1,14.544477055647034,51.24316641065684
3,2,2041,2,14,5,8,1,1,5.759722028456069,84.52110821167412
1,2,1647,0,17,5,14,1,0,8.618800553393253,66.80017811669154
4,1,2973,1,9,4,29,1,1,14.664951145280881,106.65518230217899
4,1,525,0,7,2,21,1,2,9.980176858358718,33.37284736702412
5,1,1629,1,14,4,10,0,2,6.601169113050846,79.46438562574734
5,1,1706,2,12,3,2,1,0,12.503449427561087,78.57271596603597
5,3,2501,1,17,2,25,1,1,5.441097464845194,98.78118316317145
3,1,2793,2,9,4,6,1,0,6.8891001722174385,94.54689404656817
4,3,535,0,12,2,27,0,2,20.84161719394905,46.713797067679856
3,1,2777,1,12,5,22,1,0,6.484989297467854,90.11230522741624
1,2,1859,0,8,3,6,1,2,17.688818828817087,68.431086636604
5,2,535,1,10,2,3,1,2,7.0112755169678245,63.942698365931605
3,1,1212,2,12,1,29,1,2,6.097560803492281,57.73820179172242
3,1,1251,2,5,3,5,0,1,7.027733344955525,58.39186249325432
1,3,2144,2,1,5,18,0,1,12.239151214975934,67.15783965421619
2,1,2338,2,9,5,13,0,1,4.510712188496531,79.84762263079685
4,1,1270,0,15,4,3,0,1,3.55870092629353,59.00882643831274
2,1,1872,0,2,1,18,0,2,19.16177578070866,51.47074548041047
5,2,1034,0,4,2,18,0,2,1.5592401093464838,59.42120858513049
3,3,2051,0,4,4,16,1,2,10.251620338312645,92.98123720801807
1,2,1068,0,3,5,20,1,1,10.504825948845395,50.82531519091911
1,3,1693,2,16,2,27,1,0,22.432992239797706,61.00671995529702
4,2,668,0,8,5,18,1,0,19.587786426286,55.41138816124684
2,1,1260,0,7,5,11,0,1,13.256241537453615,45.11969101421744
4,2,881,0,12,1,16,1,1,12.51551168645195,52.806956859694886
3,2,1661,2,12,3,14,0,1,14.574431191742399,70.7236666440011
4,3,2732,2,4,2,8,0,1,9.587867812644232,98.61198067104752
1,3,502,2,15,1,26,1,2,17.81865253030122,37.07575005408929
1,2,1853,2,6,5,27,0,1,17.465708110465847,65.29457405207808
5,3,1191,0,3,5,19,1,2,14.79171171856519,78.6081820306782
5,3,2077,0,7,1,27,0,1,2.384624433877301,73.33195722300673
3,3,638,1,6,2,24,0,2,4.04410375912546,38.766212542685054
2,3,1988,0,1,5,15,0,2,1.942630629070207,83.20854319962311
4,3,1281,2,8,2,17,1,2,18.244377605654037,62.73779753917525
3,2,2635,2,1,1,17,1,1,12.462392323187764,75.92733371932854
5,3,1287,0,16,5,3,1,2,23.919548067929135,79.66157736682868
4,1,1679,1,3,4,3,0,1,23.85588082134266,59.66826426058116
5,2,1323,2,2,4,20,0,2,20.15609964304658,76.63974756939885
4,2,1193,1,6,5,26,0,2,11.633173982622143,66.44573499722584
2,2,2977,2,8,3,0,0,1,8.592409586645978,84.19981005554918
3,3,1075,2,7,5,4,1,0,5.823381232298773,71.42329130859906
4,1,2839,0,7,5,11,1,1,6.5798780800759165,105.51579082483165
1,3,2081,2,19,5,13,1,0,24.76764296859288,79.86648601930251
1,2,1891,1,18,1,9,0,1,13.728370526951105,53.75949944139529
4,2,2249,1,3,5,17,1,2,1.2940835910614963,87.3893519049159
4,2,1676,0,11,5,20,0,1,2.0630368810888298,73.09485248205658
4,2,1071,2,11,1,9,0,0,12.010389186944682,55.783127370445996
1,3,2913,1,3,5,25,0,2,11.643562872342468,90.0600334948373
1,1,1238,0,1,4,15,1,1,10.73340940165557,57.90898759784327
4,1,1712,1,10,4,5,0,1,20.766482052359333,74.6128160328711
5,2,1473,0,2,5,2,0,2,17.87572847914192,67.41491563618582
5,1,403,1,17,1,19,1,0,3.578011572532259,48.258146141856365
2,2,2054,2,9,5,14,0,1,9.704293506885852,73.94943979733864
3,2,2308,1,18,5,4,0,0,15.320318450987177,74.61075254421087
5,1,2293,1,9,2,5,1,1,10.179733098487027,76.46244024107034
1,2,2322,0,11,3,24,0,1,5.999327947702434,64.78627937688239
5,1,1685,0,17,1,24,0,1,16.07327098279978,63.61887735954528
2,2,934,0,14,3,21,1,0,15.45398007540238,55.42017943536474
2,1,1484,1,18,2,11,0,2,24.390626579887282,44.14212133326102
3,2,1779,0,18,3,0,0,1,14.465687703173575,75.92514002600691
5,1,1045,2,12,5,21,1,2,21.983142069906876,74.14518491750201
1,2,423,0,18,4,9,0,1,23.78070871273375,32.62528768123083
1,2,1716,0,8,1,2,0,1,11.434815394423907,52.133019551559066
4,2,956,2,8,1,20,0,0,2.269448860469657,59.489561054424385
1,1,755,0,8,5,4,0,2,4.443865543245032,37.89428456630426
3,3,2407,0,15,3,25,1,2,13.095284740687585,89.05747687193758
3,2,1269,1,8,1,14,1,0,22.430992087317158,59.83299494392571
1,2,974,1,14,2,3,1,2,16.699169667578595,38.55987193512625
1,1,428,0,13,2,18,1,1,5.835561199066033,29.286007001595824
4,2,2804,2,8,3,16,1,1,17.825064393563103,95.69154469322783
1,2,764,0,17,2,22,0,2,22.46126379528156,38.4437181131811
4,2,808,0,19,4,28,0,2,1.725413428283228,55.758876854551545
4,2,1714,0,6,5,7,0,2,6.82749093296456,81.31813785172719
1,3,1576,1,17,1,4,0,0,4.676339790419087,50.195551042169
2,3,618,2,4,5,23,1,2,19.818472027514936,47.97013970519909
2,2,2620,2,7,3,3,0,2,22.395457817730286,87.13814500152165
4,2,1007,2,17,5,23,1,1,14.309379437228404,64.60367381448154
1,2,1435,1,18,1,18,0,0,21.356844828153996,44.99717526758838
2,3,1939,1,6,1,23,1,2,16.766491910425295,71.19392009551517
1,3,1257,0,10,3,21,0,2,16.760788997357587,55.32937507773154
1,1,2002,1,18,1,8,1,0,14.91299604510661,65.38307728818295
1,1,1368,0,7,2,12,1,1,2.2004488200801156,46.6452851678575
5,2,1900,1,14,5,20,1,0,23.487474525059163,87.24934052357182
1,2,1505,0,14,4,16,0,1,9.538514244125132,43.47010953988425
5,3,2040,1,10,4,7,0,2,20.261864923959948,88.82953144975801
4,2,2116,2,9,4,26,1,2,20.439629691357695,76.439630489243
2,2,2888,0,10,3,18,1,0,24.178269627196414,85.35283653781454
2,3,1016,1,2,4,10,0,2,8.840791338461846,53.6809592564189
2,3,625,1,3,5,20,1,0,24.93758561480235,62.63456905816503
2,3,2818,0,16,1,13,0,0,8.213787546204742,80.20410783431042
2,3,427,1,10,2,17,1,0,11.832883957709797,46.21525260297001
2,1,1394,2,11,4,22,0,2,17.950000788811135,53.88669363154703
2,3,415,0,10,4,4,1,1,4.7197270712360195,47.98218669022136
4,3,732,0,12,4,27,1,2,7.392956427123395,69.3727379445441
1,2,882,0,14,2,22,1,1,18.47472417674051,43.83526973193045
3,2,965,0,9,5,11,1,1,24.385219715122016,60.8618237941538
5,2,2561,0,13,4,15,0,1,18.587170694802925,102.19318576293387
3,1,2485,2,6,1,15,0,2,21.695170684383612,68.6975838706986
3,3,853,0,11,3,13,0,1,1.8996820581300398,47.62374308389901
1,3,565,2,1,2,6,0,2,14.848621826098505,28.165524963554986
1,1,2652,2,15,5,20,1,2,22.938204785905427,80.87769816133068
1,3,1277,2,7,1,20,0,0,17.377528995155984,45.73261084579935
2,2,644,0,11,2,8,0,2,17.23509499255506,38.26302377094414
4,1,2294,2,17,2,2,0,2,5.872964920849216,74.57990298771985
2,3,1756,0,5,3,13,1,2,21.667387997865973,70.23703956511763
4,1,1342,2,9,3,23,0,2,21.761088498846046,61.16181107748995
4,1,2954,0,16,5,0,0,1,15.736168911918353,103.09001780341512
3,3,2352,1,11,4,13,0,1,11.238836944065554,69.88302616744326
3,2,1682,1,17,3,19,0,2,20.782563151997856,55.74026844526622
4,3,2145,2,6,5,27,1,2,12.159896389045041,100.45311945920959
4,3,809,1,15,2,17,0,0,20.74275128058777,51.984783776148184
2,2,2757,2,3,4,2,1,1,12.637977931839384,95.11753624302997
2,3,2515,2,9,1,26,0,2,14.91505476736507,68.31296083972768
3,3,2561,2,12,2,5,1,0,18.952528849425303,89.88289624214755
1,3,2667,1,19,5,3,1,0,7.359846062191441,84.65106503317774
4,1,2667,2,18,1,0,0,2,6.924285463309527,81.94913653385716
2,1,1896,1,16,2,20,0,0,17.028190863644582,56.04897394976288
3,1,785,1,8,3,2,0,0,23.893918705813086,35.9786423621256
2,3,1329,0,19,5,28,1,0,11.704815165777116,72.28861539007352
4,2,804,1,5,1,27,1,1,22.55685613325387,55.58802550001342
4,1,891,0,12,3,17,0,0,13.436490572249154,49.14568295726788
5,2,756,2,6,1,19,1,0,24.37434944170288,54.24830059635789
1,3,614,2,12,4,28,0,2,20.009139170790025,45.78283925125763
5,1,1803,0,15,4,19,0,2,21.62938080178496,78.62270259018901
3,3,1151,2,10,5,2,0,1,17.310496660664285,64.71556413173967
2,2,1226,0,17,1,29,0,2,21.843821816006376,39.27201365326582
3,1,1637,0,7,4,29,0,1,15.227158680001574,73.45970312131145
4,1,1521,2,7,2,20,1,0,14.616082373155187,65.97378723339835
5,1,2975,0,11,2,20,1,0,21.96907530765677,108.76400385951574
5,1,1065,0,2,4,15,0,0,1.361588098785365,59.326498696007356
5,2,2428,0,2,4,23,1,2,12.490693673297118,97.45744513080109
3,1,2982,2,14,5,25,1,1,21.881773940728245,96.89011823185623
4,3,953,2,18,5,6,1,2,5.707588664855695,72.82181221752937
2,1,1972,2,16,2,26,0,2,23.99222371553345,59.26193325329584
2,2,727,2,11,3,8,0,1,18.77444197500283,44.833511424583136
3,1,1588,2,9,1,22,0,1,19.298139594468864,52.56141386307278
5,2,549,1,7,3,1,1,1,16.971428339537987,60.73432604047584
1,2,1455,1,4,5,2,1,0,11.739385798311462,65.67091045923162
3,3,1056,0,16,3,21,0,2,12.062954171196012,49.791012299859936
3,1,2336,1,14,5,0,1,2,21.13859488977975,81.11578341366253
4,1,692,2,11,3,23,1,0,4.339344242302305,46.54054066029394
2,1,1356,2,8,2,22,0,1,13.52961882794556,50.410482874206316
3,3,1484,2,11,5,5,1,2,8.438729408201691,83.258452513862
3,3,2012,0,17,2,20,1,0,24.623593806037423,76.77090080816453
5,2,815,0,19,3,29,1,2,1.0886316904289606,67.0425454227242
5,2,2454,0,10,4,14,0,2,2.528184165838355,91.66206134958698
1,2,1317,0,12,4,25,0,2,24.217308802237802,54.58815109273203
4,3,484,0,1,1,4,1,1,14.051001920459008,65.28651846292111
1,3,1356,0,2,4,12,1,1,4.324842736376724,69.89783593986424
5,3,1821,1,18,1,7,1,2,11.767366979859563,89.14456156055844
2,2,2335,2,7,3,23,1,1,8.743781030053308,88.65358090459362
5,3,2194,1,16,1,12,1,0,22.868995573693304,92.47297660326377
4,2,1816,0,13,1,18,1,0,17.501903503175363,78.93332982176665
5,2,1470,2,4,1,8,1,2,4.1324525791618125,68.83502071456427
4,1,1921,2,10,2,2,1,0,13.874694832685051,78.03577572137668
4,1,1901,2,9,1,28,0,1,4.2270441365237215,60.31691497592601
4,1,2873,1,18,5,25,0,1,16.965535276113684,104.14032003462664
4,2,2873,2,9,3,13,1,0,18.45345484164186,95.94377961625393
4,1,1135,0,10,2,23,1,2,14.49184172148679,58.241720825300405
2,1,2962,0,8,5,6,1,0,24.182939442783486,92.28678861653057
1,1,1552,1,11,3,12,0,1,23.664026823768154,49.43440287996436
3,3,1672,1,13,2,8,1,2,5.941974877958672,74.94670222524539
1,2,1140,0,13,3,10,1,1,1.0079052521389729,42.535880256599405
4,1,2262,1,16,4,8,1,2,16.905971625921072,87.21756696829148
2,3,530,2,13,3,10,0,2,12.415397375110718,48.1957961452326
5,3,2163,1,12,4,13,0,2,9.031804581366327,92.0864552863424
2,3,2112,2,15,4,14,1,1,23.00535414985358,86.06760124039374
4,1,722,2,16,3,16,1,2,24.484186407603605,43.90881086047451
2,3,1222,2,8,4,0,1,2,23.333854459523806,59.69086028533397
2,2,942,2,6,2,2,0,0,13.004686193218024,51.15507152542645
4,3,2513,2,8,4,22,0,0,17.880559905774206,90.42310202013753
2,3,2255,0,2,1,2,1,1,5.11776670131744,73.68307494429446
3,3,2478,0,18,2,2,1,2,23.820558199836096,87.33890897993226
3,3,1284,0,11,2,3,0,0,7.8082405244634945,56.79904160591865
2,2,590,2,17,2,23,0,1,5.625744205054937,20.69630269607429
5,1,814,1,10,1,29,0,2,2.4438055909762335,52.03747112479823
4,2,2238,1,2,1,16,1,1,14.208911680882167,83.86031569192059
3,2,2213,2,19,1,19,0,2,23.76313097209542,74.59697070830447
5,1,2160,1,2,1,3,0,0,4.254118016828306,76.60470805320516
2,3,1469,2,6,1,12,0,2,3.8999272546787696,51.236219289489
5,1,2121,1,17,5,23,1,0,7.542343173429558,94.38948417168106
1,1,774,2,12,5,6,1,2,16.969453431593873,42.355385075687
3,2,957,1,5,1,3,1,2,14.14752415308443,53.26176196438587
2,1,1680,1,2,2,27,0,0,3.3089670467259067,59.29617614470995
4,3,2344,0,9,4,7,0,0,11.615205795527505,95.82710082213617
2,2,1996,1,2,4,10,1,0,2.6063748731957057,74.64828213248434
4,3,1528,1,14,5,18,0,1,21.4456834861884,70.98787238100414
2,2,1760,2,15,1,25,1,0,3.5706827014821485,63.75117813220405
5,3,1724,1,2,3,29,0,2,12.311159482794102,80.88483654184229
5,1,1500,1,18,4,6,1,1,13.25112595884191,73.72891599444827
5,1,1934,1,12,4,8,1,1,13.72303053430713,91.16623998215485
1,1,1653,1,7,2,21,1,1,15.61971795012198,55.078732910428556
4,3,2102,1,16,4,3,0,1,17.83797810121926,89.70545345221939
5,2,431,0,19,5,3,1,0,1.104592159196887,50.41386691560788
1,2,2031,1,3,1,0,1,2,1.7419448173641614,51.204873062205294
4,2,457,2,15,1,5,0,2,15.677233502814083,43.37911238628138
2,1,1527,2,15,4,2,0,1,5.371409047350977,59.880251347903496
1,3,711,1,7,3,2,0,1,20.964282738463407,35.652161368121284
3,2,2152,1,8,5,0,0,0,16.060279574674823,86.76409100084975
1,3,2401,1,7,4,6,1,2,24.529617488501884,88.96728554855302
1,2,1797,0,3,5,8,1,0,18.472102969415467,69.4712497711484
4,1,2182,2,19,3,2,1,1,3.177145897390224,87.07103119798775
2,3,2682,0,19,5,22,0,1,5.103422621015546,94.4179051938237
3,2,1812,0,18,5,24,1,1,2.117173534186768,86.05988464003278
5,2,1831,1,7,5,14,0,2,18.78822077480323,85.53827831840144
5,2,1201,1,19,1,29,1,2,4.043758839417891,68.38349116681604
1,2,638,2,5,3,2,0,1,16.930419844287304,37.588886100364576
4,1,2175,1,13,1,24,0,2,14.329545862373498,66.79633823555012
4,2,1718,2,2,2,10,0,1,16.1991433748438,61.83702662504413
5,2,511,0,18,4,17,0,2,13.208077554229837,51.43883945682826
3,1,2923,2,4,1,2,0,2,1.3126890616041358,84.50116719766919
2,2,2751,2,4,5,26,1,1,7.0772338175491045,91.26216214362812
3,3,1728,2,8,2,19,0,2,22.23956408149163,59.4619564267961
2,3,689,0,11,3,29,0,1,23.302445635842325,32.42342580540217
5,2,2655,0,1,3,6,1,0,3.333034920285874,101.07404047614445
2,1,2209,1,9,1,26,0,2,23.86308876270988,66.33333264166446
4,1,981,1,6,5,8,1,0,17.09262524256422,60.93247175953471
1,1,769,2,4,5,28,1,1,23.14138176806754,44.656238694954794
1,2,619,2,6,3,16,0,1,10.627934513950098,30.80507412950636
5,2,2296,0,13,5,27,1,2,3.4418810214970623,97.91740583356591
4,3,748,0,9,4,8,0,2,8.25887833441353,56.60882557231307
3,1,2702,0,14,1,9,0,2,17.55235641273878,71.14465680368886
4,2,851,2,12,1,12,0,1,20.085315973573945,54.131282548981915
1,2,2589,2,4,5,4,1,2,2.202934790009448,88.26450762126112
1,2,488,0,8,3,13,0,0,12.686840082118414,25.834450375840657
